Designator,Mid X,Mid Y,Rotation,Layer
D301,104.581143,-1.399563,0.0,top
D302,85.581143,1.100437,0.0,top
D303,66.481143,3.900437,0.0,top
D304,47.481143,1.100437,0.0,top
D305,28.481143,-3.799563,0.0,top
D306,9.381143,-3.799563,0.0,top
D307,9.381143,-22.899563,180.0,top
D308,28.381143,-22.899563,180.0,top
D309,47.481143,-17.999563,180.0,top
D310,66.581143,-15.499563,180.0,top
D311,85.581143,-17.999563,180.0,top
D312,104.581143,-20.499563,180.0,top
D313,104.581143,-39.599563,0.0,top
D314,85.481143,-37.099563,0.0,top
D315,66.481143,-34.599563,0.0,top
D316,47.481143,-37.099563,0.0,top
D317,28.381143,-41.999563,0.0,top
D318,9.381143,-41.899563,0.0,top
D319,9.381143,-60.999563,180.0,top
D320,28.481143,-60.999563,180.0,top
D321,47.481143,-56.099563,180.0,top
D322,66.581143,-53.599563,180.0,top
D323,85.581143,-56.099563,180.0,top
D324,104.581143,-58.599563,180.0,top
D325,124.381143,-87.299563,60.0,top
D326,108.581143,-79.899563,345.0,top
D327,85.581143,-75.099563,0.0,top
D328,66.481143,-72.599563,0.0,top
D329,47.481143,-75.099563,0.0,top
J301,129.549198,-7.927744,180.0,bottom
J302,129.549198,-7.927744,180.0,top
J303,125.417464,3.892943,180.0,top
J304,133.305143,-47.199563,90.0,top
J305,133.781143,-47.199563,270.0,bottom
J306,132.181143,-34.350626,0.0,bottom
R301,113.081143,-0.999563,0.0,bottom
R302,126.581143,-11.299563,270.0,top
R303,122.881143,-2.399563,270.0,bottom
R304,127.481143,-1.799563,270.0,bottom
R305,136.681143,-17.999563,180.0,top
R306,136.681143,-15.999563,180.0,top
RN301,118.481143,-16.549563,270.0,bottom
RN302,118.481143,-36.062063,270.0,bottom
RN303,118.481143,-54.449563,270.0,bottom
RN304,118.481143,-74.599563,270.0,bottom
SW301,140.181143,-18.599563,90.0,top
SW302,104.581143,-6.149563,0.0,top
SW303,85.481143,-3.699563,0.0,top
SW304,66.481143,-0.899563,0.0,top
SW305,47.381143,-3.599563,0.0,top
SW306,28.381143,-8.499563,0.0,top
SW307,9.281143,-8.499563,0.0,top
SW308,9.356584,-27.604417,0.0,top
SW309,28.406584,-27.604417,0.0,top
SW310,104.581143,-25.199563,0.0,top
SW311,85.481143,-22.749563,0.0,top
SW312,66.481143,-20.199563,0.0,top
SW313,47.381143,-22.699563,0.0,top
SW314,9.281143,-46.749563,0.0,top
SW315,28.381143,-46.599563,0.0,top
SW316,47.381143,-41.699563,0.0,top
SW317,66.481143,-39.199563,0.0,top
SW318,104.581143,-44.199563,0.0,top
SW319,85.481143,-41.699563,0.0,top
SW320,9.281143,-65.699563,0.0,top
SW321,28.406584,-65.704417,0.0,top
SW322,47.456584,-60.804417,0.0,top
SW323,66.506584,-58.304417,0.0,top
SW324,85.556584,-60.804417,0.0,top
SW325,104.606584,-63.304417,0.0,top
SW326,47.456584,-79.854417,0.0,top
SW327,66.506584,-77.354417,0.0,top
SW328,85.556584,-79.854417,0.0,top
SW329,107.556584,-84.554417,345.0,top
SW330,128.446584,-89.554417,60.0,top
SW331,134.606143,-68.799563,180.0,top
TH301,75.791142,-31.999563,180.0,top
TH302,75.781143,-31.999563,0.0,bottom
U301,115.181143,-16.599563,270.0,top
U302,115.181143,-36.099563,270.0,top
U303,115.181143,-54.537563,270.0,top
U304,115.181143,-74.399563,270.0,top
